,MCI+E2f4VP16_1,MCI+E2f4VP16_2,MCI+E2f4VP16_3,MCI+siRbl2_1,MCI+siRbl2_2,MCI+siRbl2_3,MCI+siCTL_1,MCI+siCTL_2,MCI+siCTL_3,Control_1,Control_2,Control_3
Gm40190,2.108310535,1.862737607,1.622074336,1.56623852,1.621800731,1.846752786,1.321663951,1.323736518,1.32033292,1.335918339,1.416005695,1.31423425
Gm34349,2.179451971,2.032922346,1.974841817,1.477292296,1.813054923,1.617169028,1.386538966,1.475961401,1.385115263,1.401769388,1.482034696,1.378588463
Gm40140,1.108488887,1.025387823,1.300738169,0.810145255,0.804651213,1.077373957,0.72194341,0.723269077,0.721092632,0.731081957,0.725320614,0.717200473
4933405D12Rik,1.579530856,2.048526463,1.671179134,1.191250387,1.272410899,1.347321412,1.425997644,1.357987276,1.187463169,1.201840736,1.283296888,1.26092573
Ndst3,8.72140616,8.764231486,8.762343314,7.279910259,7.301206865,7.160990882,7.059888743,6.953942154,7.012385791,6.513169214,6.385035966,6.54000547
Ugt8a,6.226242624,6.139718477,6.068583016,4.517542411,4.375452692,4.32609415,4.586035719,4.725747004,4.40737186,3.917936838,3.599138649,3.733120803
Enpep,6.783988646,6.729126504,6.84159245,7.944527638,8.070831089,8.142942225,8.358576446,8.317830264,8.29293449,8.007920987,8.138064636,8.069460734
Elovl6,8.804777562,8.783086577,8.783570466,10.39534676,10.39283878,10.43960346,10.36946892,10.37525225,10.37473306,10.53796086,10.43075079,10.45801504
Gm46825,4.239669823,4.341071888,4.208837178,4.272451919,3.759316672,3.918311022,3.246820096,3.195055503,3.239116883,3.02256451,2.989702428,3.08105308
Gm36753,2.531115096,3.236588219,2.985781472,2.46495915,2.312587111,2.443514646,2.870975453,2.525419874,2.622586182,2.360524543,2.406393142,2.144013573
Dkk2,8.896324207,8.805577552,8.847729751,10.23826841,10.34185499,10.3287953,10.48742347,10.53469478,10.55558381,10.41602032,10.32790708,10.24858479
Npnt,11.34505519,11.27930469,11.27899787,10.44479309,10.48489358,10.49415936,10.22110698,10.21943295,10.35177214,9.915560946,9.87594355,9.76644178
Gm567,3.279658318,3.125395704,3.186295557,2.776880997,2.807893848,2.748506915,2.293815357,2.528186508,2.698834289,2.496506222,2.38860884,2.666274494
Adh1,5.081864856,5.192416031,5.268961339,7.163026454,7.093021198,7.003673285,6.779045514,6.727453511,6.841500263,6.241481893,6.40070828,6.293550889
Unc5c,10.06096642,10.02443729,9.981657282,10.45004678,10.39368463,10.37436555,10.55106857,10.55628202,10.51860069,11.63688584,11.43492591,11.42847642
Gbp5,4.396406204,4.548793524,4.405424764,5.863892317,5.398712748,4.711220632,5.11584763,5.243990105,4.905556036,3.801334293,3.606754443,3.544881448
Gbp3,9.301133745,9.188137775,9.255628067,10.15342575,9.849209733,9.480115202,10.26286994,10.24397991,9.972684658,7.57553037,7.732417653,7.946361124
Odf2l,10.36973496,10.3229232,10.33366,10.01458425,9.941333005,10.0436962,9.323003755,9.380537823,9.372762567,8.966844728,8.959348038,9.047943663
Wdr63,8.472754778,8.456267178,8.563728848,8.396040705,8.198897902,8.390058294,6.107500891,6.115018625,6.025042061,5.131099081,4.974718469,5.075416465
Gm10636,1.819120459,1.378408338,1.371337248,1.185602675,0.930629413,0.929563997,0.931381483,0.933095712,0.930280183,0.943155366,1.114267056,0.925230248
Ssx2ip,10.34966474,10.28401888,10.31359884,9.688889208,9.721688987,9.729484637,9.296676518,9.372836171,9.390625205,8.697644748,8.777630811,8.719822586
Uox,2.45098644,2.67818312,2.402475134,2.053940044,2.498071846,2.172415851,2.242607558,2.189500804,2.17588246,1.909865064,1.982483719,1.955180803
Gm30827,6.160526791,6.026376376,6.077732768,4.952847379,4.777525098,4.87367054,4.97307019,4.650236597,4.713773701,4.650724579,4.779179439,4.622164429
4930570G19Rik,5.285642526,5.250516675,5.21717551,4.398109707,4.329814155,4.666916053,3.808591789,4.061889301,3.629402747,3.721248754,3.898797813,4.096726005
Penk,12.10828574,12.17511655,12.22672644,11.32436663,11.43156312,11.39986842,11.19277436,11.24658276,11.21906155,13.63403546,13.71260104,13.69319943
4930412C18Rik,6.808317367,6.688052018,6.845683245,6.112405499,5.779898483,5.942857376,4.970410189,4.827849664,4.986383368,4.902115767,4.821188034,4.737998789
Gm35429,1.749713493,1.410682902,1.406149704,1.548434361,1.747588073,1.402006216,1.261795881,1.265264398,1.259569165,1.191633993,1.18399103,1.173217736
Gm11827,3.450240001,3.720208998,3.478655994,3.349363424,3.363046325,3.536842106,3.328539459,3.103731785,3.183891676,2.662715959,2.641949149,2.686801367
A630034I12Rik,7.872367715,7.836806824,7.824600947,6.168175361,6.081272358,6.118206307,6.159255224,6.145960142,6.019806964,5.62532143,5.428868708,5.633172991
Ccne2,10.44654935,10.44503122,10.41125653,8.33593489,8.487690875,8.489203667,8.427290423,8.497338726,8.623974606,8.058047667,7.800364829,8.069370673
Pdp1,9.028397791,9.004249342,8.994493236,9.206346133,9.339857939,9.38950362,9.286186976,9.284504892,9.267251406,10.48705669,10.43321422,10.42953468
Tmem67,10.51924746,10.56380553,10.51872771,10.28770876,10.28058844,10.29419476,9.213187667,9.289517363,9.244704435,8.976376946,8.864024016,8.908132052
Slc26a7,4.669324327,5.122523776,4.93575919,5.816505266,6.075882868,5.947080483,5.876810806,5.990718817,5.897849287,6.067888643,6.007292231,6.018570335
Gm11837,3.90639686,4.203547107,4.215750003,4.381382723,4.317614472,4.461619004,3.466034118,3.93014666,3.511448954,3.27835111,3.439311202,3.248581721
Necab1,9.108228136,9.024594381,9.00481556,7.2999356,7.364380834,7.42182873,6.558698093,6.790017584,6.658656781,5.62153085,5.669086077,5.770848245
Pou3f2,6.30191327,6.284597261,6.131079446,5.811647113,5.632661579,6.048599976,4.679349373,4.558534194,4.487823922,3.819110263,3.774661281,3.710246084
Fut9,5.657373833,5.474252068,5.340215462,4.984819513,5.532514322,5.069727296,4.680898915,4.48266842,4.721545591,3.755331598,3.91409318,3.776851653
Gm42266,1.090333693,0.768159783,0.624359425,0.465431371,0.463456052,0.462766464,0.626162415,0.55118948,0.623294584,0.471608082,0.466775066,0.459967804
Bach2os,3.539151701,3.590525592,3.880864229,2.821286464,3.238904485,2.925392688,3.245519769,3.062615737,3.042196887,2.791415309,2.831799061,2.839837778
Ankrd6,8.14450964,8.019553736,8.277483716,7.591772611,7.401105828,7.278184362,7.210955664,7.288914764,7.078981538,6.831817342,6.726924783,6.968789548
Gabrr1,1.000458171,1.348911449,0.908746723,0.690758775,0.765163007,0.597661747,0.599062022,0.600383495,0.598213431,0.608152348,0.602426664,0.59432624
Cfap206,10.0476969,10.15328965,10.05992456,9.75728742,9.66264313,9.810741861,7.232182994,7.304541509,7.23966956,5.867996537,5.826130395,5.767727535
Kif24,10.22149661,10.24139553,10.21250919,10.14578688,10.05672707,10.09052294,9.192654173,9.240628509,9.284147275,8.020342643,7.882510107,7.956167487
1110017D15Rik,6.549721631,6.447760382,6.305611965,6.808330236,6.774482423,6.520493851,4.441691124,4.411533114,4.475360313,4.34326144,4.156365445,3.876532229
Dnaic1,8.203236171,8.171561236,8.149592585,7.859359944,7.700817877,7.858093969,5.451992274,5.774346807,5.514512204,4.805366674,4.63211138,4.615004022
Cntfr,9.690693446,9.686696961,9.631851428,8.553966631,8.406661151,8.465489543,8.096774956,8.006546298,8.049438256,6.882259752,6.832284173,6.439371776
Phf24,3.753229876,3.555747196,3.798786425,3.609919103,3.151493365,3.376823174,3.25812907,3.530276686,3.094934434,2.821064086,2.942072559,2.753580479
Spag8,7.609045281,7.484836184,7.552346498,7.26816199,7.336460776,7.385712637,5.363138019,5.530162389,5.34872437,4.465483351,4.540832262,4.459091918
Reck,8.920023117,8.950925799,8.879668107,9.653110448,9.671822624,9.667550018,10.00576481,9.928844821,9.970565193,10.94115786,10.91035405,10.87132919
Pax5,4.077605833,4.001920793,3.877206953,4.61110983,4.055856944,4.167259389,4.5161936,4.494982023,3.983913878,3.155968734,3.208535098,3.158599442
Stra6l,3.416834482,3.30548082,3.727180255,2.691103,2.607104389,2.60180905,2.538793836,2.752206699,2.84997235,2.743835001,2.768511471,2.580196096
Ccdc180,8.534557433,8.622452688,8.461896977,8.071317624,7.996436523,8.173441545,6.075299125,5.841329332,6.122415229,4.953721683,4.846603459,4.920785417
Coro2a,7.82490215,7.721300827,7.841007988,8.132301256,8.165517223,8.242680652,7.85326201,7.728910495,7.880499606,6.526599724,6.417995874,6.283776007
Plppr1,3.090646435,3.198954057,3.19237461,3.925779527,4.286284356,3.806231548,4.006212563,3.842481264,3.547049689,4.138147431,4.402439226,4.699635863
Fsd1l,8.71320515,8.675420289,8.776671296,8.24968112,8.317756369,8.168830225,8.020127767,8.019539384,8.078357091,7.556832398,7.399145302,7.363010818
Tal2,3.113061052,3.344841786,2.962459082,3.474473826,3.443092248,3.592554206,3.073535336,3.184329354,3.160866929,2.681818854,2.655794568,2.618726452
1700042G15Rik,2.855754265,2.637400807,2.42628852,1.533408826,1.527743686,1.862665066,1.529144811,1.53233183,1.622299307,1.550856942,1.537238203,1.517631272
Gm35344,2.040739656,2.314095292,2.180964241,1.387035273,1.552527136,1.381238584,1.383801937,1.477034855,1.824567889,1.400359558,1.389946778,1.37511756
Wdr31,8.306240926,8.263982482,8.181634893,8.145050975,8.071950117,8.147349962,7.028356284,7.246830241,7.113693306,6.344400674,6.445817513,6.219065017
8030451A03Rik,5.393984892,5.165235021,5.225690178,4.722631154,4.605048945,4.591647809,4.71807129,4.424139575,4.65342259,3.664598734,4.045380326,3.9976686
Cdk5rap2,12.21233357,12.23621078,12.23849545,11.80090518,11.76823532,11.80687489,11.27269685,11.31985753,11.32854922,10.96717285,10.86516396,10.83465392
Ccdc171,8.924881955,8.972252374,9.002234541,8.063457793,8.041096218,8.083274086,7.049424686,6.919103722,6.819969505,6.76436947,6.67721869,6.555358987
Adamtsl1,8.591855135,8.6430003,8.680585479,9.563060171,9.55466839,9.62348073,10.01778698,9.988330206,9.864936758,10.22136331,10.18092472,10.1638529
Hook1,7.903952528,7.81829378,7.779091211,6.999349423,6.969532486,6.97865258,6.811119832,6.789169609,6.777005731,5.963811031,6.117312487,5.909065282
Cyp2j12,1.555382842,2.095527432,1.814094436,1.527471172,1.58278499,1.364706477,1.368633768,1.286471316,1.581202904,1.298174415,1.289548285,1.355346328
Kank4,6.694558771,6.67812109,6.550709276,7.96912565,7.894194541,7.952286062,8.269641648,8.362144029,8.195945274,7.986943226,7.938205702,7.890601145
Efcab7,9.029351183,8.894472901,8.950877097,8.680265753,8.651487848,8.735378192,8.041725574,8.06628762,8.157879566,7.71809605,7.505439057,7.572894136
Ube2u,6.356696531,6.272056517,6.311328461,6.123153856,5.83433283,5.984639548,4.203598296,4.270725067,4.087250668,3.774492173,3.881897261,3.662007429
LOC118568677,3.106881397,3.377661903,3.057564085,2.861529689,2.621202879,2.727724012,2.349443744,2.572349179,2.619127243,2.760355675,2.277191819,2.329809234
Wdr78,11.4221029,11.40361167,11.36740705,10.909005,10.9322435,10.93596497,9.40992336,9.424584435,9.477671397,8.445416062,8.257244686,8.331221269
Slc35d1,10.50292843,10.44162325,10.49882147,9.930524185,9.860235564,9.928456581,9.491919442,9.362935553,9.468751361,9.028647459,8.929747014,8.948574563
Dab1,3.443681872,3.655765497,3.504222251,3.606441214,3.29991862,3.6304158,3.211370196,3.224392392,3.340964935,2.91153393,2.879088094,2.955769719
Ttc22,2.922409615,3.032173939,2.885204887,3.227447251,2.956763254,3.481162129,3.20968281,3.104207287,3.400925285,4.249681854,4.077646346,4.166525921
Dmrtb1,2.620885621,2.363653049,2.551589662,2.576166522,2.551096945,2.235071248,1.884916457,2.050413275,2.239051863,1.905392258,1.892501748,1.8742225
Podn,10.05632595,10.07007391,10.09269054,10.60057608,10.61449194,10.59422357,11.057039,11.04782121,11.01185414,12.11148458,12.1761538,12.10915471
Orc1,8.572381431,8.527527232,8.613551189,8.263567032,8.272573525,8.270768237,8.460581613,8.46886712,8.423546697,7.347734244,7.148678856,7.345253807
Ttc39a,8.392750237,8.52324596,8.468533929,8.184942251,8.106394087,8.083977791,7.535903238,7.52363834,7.491974658,6.283112496,6.409665447,6.306598227
Ttc39aos1,6.238311809,6.228597859,6.323288679,6.204837075,6.294755186,6.464083838,5.996453426,5.890282698,5.790579234,5.062836934,5.203698998,4.995893643
Elavl4,2.726126989,3.114921243,2.88663386,3.394970593,3.473633691,3.39113708,3.515866791,3.220326682,3.741436104,2.563973569,2.543272581,2.513710303
Agbl4,3.858303317,4.089227174,3.871004084,4.056764659,4.242724995,4.110151571,2.901240061,2.987117402,3.488314739,2.860174336,2.920414547,2.946489836
Bend5,4.574163526,4.647614043,4.965698716,5.256143656,5.802417377,5.634071367,5.826991746,5.731207051,5.918789239,5.819107299,6.062369499,6.09757913
Trabd2b,7.565470173,7.71649633,7.740575483,8.273536883,8.341647726,8.164156463,8.366338528,8.410218351,8.323736121,9.853981642,9.73237852,9.700356754
Foxd2os,8.739308531,8.795735401,8.755954953,8.800483898,8.643020632,8.773236858,8.500255989,8.46929963,8.480696445,7.292645931,7.431769637,7.243703571
Stil,10.95703642,10.93888716,10.98815259,10.61548,10.55309495,10.62400375,10.02671297,9.999141259,10.06434083,8.647023252,8.602396865,8.636863809
Faah,6.360635452,6.346810744,6.24644132,6.402053265,6.366447913,6.500359132,4.826358668,5.247206785,5.084746056,4.75465027,4.874905185,4.652168025
2510003B16Rik,3.932818095,4.104030842,4.249507519,3.837673741,3.66344039,3.822553731,3.319429913,3.279205123,3.013849535,2.830265976,2.890857797,2.768990263
Ccdc17,7.269951554,7.305090377,7.324780876,6.947682772,6.862105416,6.850877762,6.361808704,6.164483273,6.038111746,5.99379976,5.915843738,6.163072332
Ptch2,5.430679118,5.433104871,5.345836443,5.984554867,5.923787746,5.996017636,5.373686857,5.184738708,5.534318415,4.015166001,4.037011263,4.273703904
Tctex1d4,5.300817785,5.351528385,5.349187648,6.145849466,6.117718075,5.951754737,4.349909952,4.325268335,4.252118437,4.225237705,3.857038065,4.156344102
Armh1,7.97133669,8.145337159,8.090230828,7.539044522,7.570303025,7.511500701,5.533920588,5.740771166,5.724341578,5.439117669,5.222071403,5.29994425
Cfap57,6.656926111,6.609659549,6.706973268,6.05495678,5.914954466,6.10527938,4.676840258,4.622239755,4.663640457,4.016429347,3.965401169,3.82233833
Cldn19,3.068366762,2.523425215,2.784205058,2.881503508,3.062954818,2.60843784,2.521267245,2.877480904,2.61194919,4.528420756,4.531672643,4.449967435
Ccdc30,8.621149481,8.779182192,8.724493052,8.570813437,8.559441406,8.508475724,7.019003512,7.01884401,7.194649477,6.526950277,6.692131349,6.662599693
Zmynd12,5.741949471,5.65740884,5.693822536,5.465745874,5.45904779,5.356620729,4.233210684,3.703630616,3.874770357,3.845594105,3.979246855,3.774625314
Foxo6,5.910176524,5.98146534,6.149817574,5.498306974,5.59382868,5.454593495,5.112946785,4.958149284,5.121251413,4.743023796,4.704868088,4.834852537
Slfnl1,1.737429456,1.839188294,2.382034199,1.51414088,1.424595095,1.574199785,1.651127203,1.341399203,1.423786877,1.354489839,1.344847034,1.4120905
Gm46868,1.366854863,1.348819958,1.453884739,1.228179348,1.281974526,1.145515653,1.075714284,0.996431945,1.147477579,1.005174273,0.998724549,0.989662632
Gm31769,4.108065833,4.204845539,4.115852986,3.677793173,3.216183766,3.815482758,3.436227368,3.820722529,3.271280509,2.911414023,2.969591047,3.336412691
Maneal,8.503016721,8.596133478,8.50447262,7.850693587,7.65650788,7.815783504,6.854236931,6.981845512,6.635381545,6.041928502,6.103825033,6.260360438
Rspo1,3.650996156,3.761333075,3.335888907,4.253093379,4.308398511,4.036333854,4.092036995,3.954365708,4.413633672,4.573794348,4.841749228,4.762462947
Dnali1,9.747177713,9.715023343,9.721981169,9.541505876,9.52038411,9.647577325,7.571395968,7.632546487,7.582213206,5.903713764,5.958429931,5.968236131
Oscp1,10.53229672,10.45496848,10.47767616,10.32562644,10.31588024,10.40055242,9.22365109,9.096786225,9.237934107,8.592479562,8.656564125,8.387571726
Col8a2,10.05949877,10.10682183,10.10581089,11.04836857,11.00969461,11.06041856,11.00184759,10.97820583,11.10383208,12.12249566,12.22496671,12.17087813
Tfap2e,4.421811049,4.320223643,4.391448145,3.923078673,3.818559544,4.060530166,3.327576288,3.503502564,3.319258474,3.043818569,2.924671552,2.884969746
Tmem54,3.451142881,3.733179919,3.45881654,2.878619544,2.857882689,2.906468019,2.803042418,2.874676265,3.315176861,2.469931921,2.449997921,2.421497576
C330020E22Rik,6.900553316,7.124779036,6.813085844,6.587831707,6.463673636,6.553888498,5.39382706,5.41721365,5.0149547,4.862560204,4.701174301,4.599598014
Spocd1,2.659229996,2.366312752,2.35722931,1.953553791,1.943208592,2.135452013,2.259583326,1.790021517,2.139346587,1.806101107,1.794251297,2.053310919
LOC118568695,1.534134971,1.423919411,1.625927229,0.994375774,1.293637847,1.28894848,0.992166371,0.993816717,0.991106772,1.003526512,0.996369059,0.986254683
Adgrb2,9.983979281,10.08762093,10.04891372,9.22206921,9.232416738,9.274174508,8.75827336,8.841415939,8.934005287,7.675374916,7.932427998,7.881754491
Tinagl1,9.031083056,9.111898303,9.011277852,9.557884157,9.549461868,9.52974191,9.850372603,9.870480787,9.920513747,10.68079794,10.79046865,10.78165294
Fabp3,5.186357277,5.037910454,5.119550053,6.197590084,6.016534935,6.132872209,6.558828713,6.318216965,6.414663916,6.632641895,6.686577704,6.721644966
Nkain1,8.632556919,8.572916652,8.490057333,9.510346186,9.461878969,9.492955619,9.76135715,9.692363652,9.832574157,9.89722582,9.951241374,9.960460503
Gm28874,2.513886076,2.661069592,2.807287196,2.18574782,2.464763983,2.405632177,2.175931706,2.183265629,2.297781311,1.968894401,1.955766046,2.013065452
Trnp1,6.996283113,7.135799348,7.176377755,7.981074346,7.86905281,7.998538968,8.117122191,8.084198399,8.172468345,9.300590593,9.328857128,9.395140087
Nudc,12.12921378,12.18502697,12.17429383,11.85551782,11.82481475,11.81989475,11.36611198,11.30733295,11.36218602,10.82877203,10.84643901,10.84505367
Sfn,8.0455158,8.093459076,8.042800134,7.334317674,7.304840084,7.334558667,7.093445639,6.791424366,7.195850954,6.147329623,6.495888937,6.482987015
Ubxn11,9.498046767,9.492855501,9.509340292,9.292133978,9.242858967,9.325213006,8.093432207,7.929054931,8.067721633,7.320191195,7.272004698,7.277554537
Cnksr1,7.13611348,6.90131314,7.062548302,6.302900578,6.265155073,6.064949444,5.930579963,5.814520988,5.998199519,5.607984123,5.687047204,5.381259983
Trim63,5.286333503,5.045900216,5.047421814,4.904137847,4.907013792,4.804123384,4.851089059,4.896433477,4.813588256,3.958302111,4.257692651,3.884834662
Gm30767,5.23639517,4.961538063,4.878993625,5.315804657,5.494970531,5.412701953,4.634720799,4.68432497,4.468257597,3.957974874,3.705067289,4.1980853
Stpg1,5.013977703,5.379395033,5.157063527,4.876373371,4.659530654,5.124241626,3.727812911,3.342192879,3.718010586,3.308749579,3.35731951,3.436875431
Ephb2,9.431628027,9.44377085,9.484509386,10.33581142,10.30917973,10.27357774,10.78115179,10.77055162,10.75622843,11.02011978,11.05095123,10.98425863
Wnt4,7.884150431,7.991083028,7.85956593,6.507980405,6.428529798,6.422123237,6.204280687,6.343260872,6.433510245,5.661524663,6.062497625,5.881184754
Ldlrad2,3.426865127,3.339279757,3.076409979,3.7678455,4.325585964,3.88662584,2.895843346,3.035802664,2.666557896,2.808650096,2.598902895,2.645473808
LOC118568699,1.749493365,1.631749805,1.886171464,1.509984885,1.498650605,1.425701973,1.27362561,1.358940985,1.623483249,1.37986097,1.278355898,1.266981811
Camk2n1,5.580049503,5.604804236,5.780243652,6.708554513,6.561696646,6.364410056,6.95944256,6.681986772,6.678102539,7.478788708,7.528391066,7.56942472
Ubxn10,6.269754752,6.541567407,6.43385365,6.426215967,6.425362873,6.715742021,4.739861378,4.725118455,4.497152844,3.969895941,3.922742129,3.854365952
Mfap2,9.153771283,9.005542955,9.153730438,10.64423585,10.66522014,10.63844293,10.74024606,10.69381899,10.80420623,10.63210931,10.81373193,10.81697804
Fhad1,7.723526752,7.55376874,7.410347584,7.184238629,7.168106397,7.255180129,5.509870964,5.555509939,5.494779225,4.472766195,4.487502355,4.56936289
Gm42338,2.018763035,2.169236727,2.203726181,1.792005141,2.112220972,1.705117127,1.473955428,1.476331745,1.472428713,1.490276529,1.480003177,1.46542716
1700012P22Rik,2.135581519,2.117363308,2.232570912,1.449108981,1.598582698,1.519631072,1.354721534,1.447721958,1.353207677,1.370867024,1.360712333,1.346257213
Dhrs3,8.629141789,8.518496289,8.727857727,8.767690982,8.648957695,8.72100542,8.863047489,8.885530761,8.809228469,10.26490263,10.39906085,10.35372956
Plod1,11.47340994,11.47466556,11.51192234,12.11816207,12.04897256,12.04912713,12.18024261,12.15146611,12.13192133,12.91072963,13.00929906,12.98559981
Fbxo2,5.490219696,5.411797791,5.395291494,5.316546763,5.631880157,5.701304367,5.744515976,5.44967654,5.67869425,7.078030943,7.097162751,7.18299036
Angptl7,6.716653289,6.719745358,6.746190619,6.638059685,6.517234782,6.585950513,7.130776931,6.942358265,6.783398126,8.138905427,7.987852408,8.147044772
Car6,6.512320259,6.154071979,6.292775342,6.436983559,6.330621865,6.456511147,7.379873459,7.213365061,7.26979384,7.83809315,7.716289925,7.842389205
Per3,7.115583319,7.140015901,7.018519774,7.956383684,7.931565887,7.766858262,7.852884435,7.724777834,7.72067041,9.293997252,9.339953758,9.203969888
9230110K08Rik,3.432283326,3.230087773,3.505143675,2.658657578,2.704148606,2.862977867,2.508382705,2.587796741,2.640074885,2.556773778,2.600572682,2.727094467
Tas1r1,6.245453716,6.250028894,6.245323045,5.530271148,5.578808721,5.778758722,4.866983079,4.945853749,4.990919434,4.339472689,4.606962176,4.56942223
Hes2,3.671083221,3.63656676,3.685146968,3.355702609,3.521317415,3.437474454,3.095415752,3.211758185,2.974880822,2.753513471,2.641619956,2.611287688
Nphp4,10.09551384,10.20670053,10.17819261,9.515522353,9.586086171,9.569377999,8.655114546,8.726802768,8.621182837,7.821055222,7.964362129,7.956434446
Trp73,12.31620364,12.36295725,12.34135892,10.47268812,10.41705894,10.42928021,9.682570335,9.734075027,9.734598831,7.212624993,7.189228675,7.142375346
Megf6,9.447805259,9.402200347,9.575658068,10.53798791,10.60754948,10.5965023,10.29003876,10.22319464,10.35289762,11.73537081,11.73902961,11.75918964
Arhgef16,4.2408802,4.358400509,3.986608175,3.98123826,4.39139854,4.106553123,4.217058705,4.114426206,4.232181589,3.452287483,3.341196628,3.563994689
Ttc34,7.915944919,7.85386626,7.78024011,7.461047404,7.317974035,7.404540014,5.33368834,5.647097022,5.608295525,4.808944223,4.579396227,4.607876795
Plch2,6.964689549,6.916031112,6.835499401,5.234734767,4.982529495,5.155378035,5.129292516,5.226987463,5.32400503,5.07176071,5.104016823,5.292644264
Morn1,9.918521314,9.950995486,9.933576589,9.175550943,9.078382881,9.2328826,8.665648289,8.666349746,8.585471602,8.21062218,8.276943506,8.117403883
Cfap74,8.758596954,8.779983278,8.674698028,8.267373545,8.215204263,8.328898979,7.265673595,7.114883088,7.294567699,6.911049464,6.865954347,6.930295982
Tmem52,1.872934453,1.862928917,1.96499177,2.263063618,1.796079883,1.51440442,1.518566801,1.436490631,1.593010639,1.545553271,1.439932922,1.426280009
Vwa1,9.503806527,9.409525615,9.387358756,9.016700351,9.102709789,9.044602503,8.595780874,8.437310209,8.552046756,7.357861358,7.319198604,7.472255692
Gm40260,1.992519935,1.860931579,1.85894828,2.283839332,2.082303469,2.259317613,2.376962729,2.092522604,2.080856068,2.56378009,2.296149269,2.50951672
Cyp51,10.16167368,10.13466999,10.17645626,12.00538631,12.01910803,12.04592438,12.00514614,12.00147246,11.99195233,11.6045533,11.62596294,11.60303886
Cfap69,9.993705907,9.998039076,9.950207464,9.398005049,9.330614616,9.509392502,8.077311363,8.081174559,8.078741691,6.772657896,6.908184704,6.862775111
Steap4,4.809625328,4.764788609,5.044094629,6.351309053,6.376829819,6.534871291,6.011215315,6.011389907,5.796787407,6.794260458,6.834165905,6.84837897
Rundc3b,5.566496542,5.538042107,5.317198763,5.506034165,5.651337547,5.48757813,5.160863842,4.936243705,4.874820753,4.276285073,4.49043547,4.175771539
Gm6650,3.397243824,3.351496293,2.860123697,2.786854831,2.762395162,2.850218687,2.249735832,2.337319052,2.246073609,2.190750242,2.173150631,2.147959009
Gm21149,1.40712643,1.886259769,2.041114134,1.449617587,1.206506885,1.285173042,1.118438665,1.120462019,1.117138184,1.132314344,1.123586096,1.111168917
Ccdc146,9.085958566,9.02635369,8.941978414,8.823774502,8.850710372,8.894160608,6.765204568,6.695488646,6.816632315,5.354597174,5.306522038,5.278815084
LOC108169029,2.851883922,3.269346972,3.187390697,3.103100504,2.991668672,2.982146283,2.578195384,2.651250507,2.435526033,2.308138498,2.290927747,2.266423107
Fgl2,6.290395829,5.958247686,6.042368585,8.133816281,8.023278169,8.035204927,7.401688853,7.399004543,7.418617397,7.624727754,7.6139406,7.605352725
Fbxl13,5.245931307,5.147433733,5.112370326,4.988311729,4.925676949,5.061258556,4.24398916,4.221303339,4.474251467,4.181076988,3.785643157,4.217150562
Nos3,3.962121095,4.054893412,4.160914904,3.58630927,3.672615298,3.731588785,3.283835415,3.241073556,3.220998566,3.03155165,2.99594173,3.01030872
Atg9b,7.417061386,7.393243673,7.447365369,6.988577467,6.768965671,6.764742502,6.335764762,6.236432673,6.318121077,5.174620239,4.801290604,4.883868477
Gm7361,3.676046787,3.688788193,3.527210522,3.741785389,3.86471538,3.555473335,3.573169461,3.508450895,3.440378098,3.087460679,2.902607088,2.861891002
Paxip1,11.31777648,11.33786866,11.34041011,10.98328176,11.02596014,11.07289514,10.56760648,10.5187255,10.51394314,10.00046326,9.945963725,10.01183873
Gm35055,0.360080513,0.825484202,0.76440161,0.20735955,0.205492663,0.204840107,0.205953389,0.207003814,0.205278747,0.21317477,0.208627497,0.202187377
Rnf32,7.967898126,7.936138202,7.865485049,7.494219208,7.318262869,7.342560756,6.015103796,6.071763332,6.016442797,5.848529678,6.074677558,5.896578894
Il6,5.597023814,5.837413797,5.394428608,5.34672453,5.653186776,5.444625272,5.730873061,5.393994183,5.921907109,4.534334383,4.028140887,4.484226516
Drc1,10.97875991,10.97934039,10.96150116,10.38295516,10.34276655,10.35581186,8.973308043,9.012365749,8.975366155,7.227776618,7.27325719,7.109084337
Fam166c,3.505371422,3.240929768,2.827930659,3.860679711,3.693356834,3.371072988,2.555632915,2.48026975,2.469399808,2.419633445,2.39795134,2.366742843
Gm9899,1.67877472,1.513853962,1.672223033,1.39178993,1.310724154,1.50210975,1.237077153,1.317813155,1.154036698,1.166946745,1.159499669,1.149008705
Fndc4,7.466372615,7.350180795,7.208055769,8.178220766,8.122394033,7.980236547,8.306916382,8.380941238,8.242014197,8.565762593,8.688268374,8.675878941
Plb1,8.113746544,7.965121259,8.088649299,7.033929197,6.876398729,7.016995002,6.336534657,6.228417994,6.294977698,5.982554231,6.176112951,6.231613185
Slc5a1,2.105823209,2.21059208,2.283634348,1.643692487,1.70665051,1.702354698,1.471611288,1.716586794,1.470093374,1.487840927,1.477624593,1.542576408
Slbp,12.20000687,12.22566833,12.21560329,11.04914457,11.00738522,10.99596172,10.83857964,10.82001115,10.89953802,9.938771766,9.894101624,9.908989309
Nsd2,12.59804495,12.61060998,12.60108446,11.88369234,11.87197234,11.90368019,11.82920497,11.83859168,11.78459166,10.94936321,10.86106892,10.8581221
Gm30802,6.466678804,6.545521048,6.446114658,5.775477496,5.670822064,5.387564219,5.226311542,5.437816159,4.985573449,4.872627179,4.829431738,4.807706014
